,Name,Address,Metro,Rating,Money
296,Torro Grill,"просп. Вернадского, 6, ТЦ «Капитолий Вернадского», 2 этаж",Университет,8.1,3
297,Bocconcino,"Б.Патриарший пер., 4","Маяковская, Тверская, Краснопресненская, Пушкинская, Чеховская",,3
298,Bodrum,"Новая Дорога, 11, стр. 6",Электрозаводская,,2
299,Воккер,"Ленинградское ш., 16а, стр. 4, ТЦ «Метрополис»",Войковская,8.1,1
300,Lambic,"Мясницкая, 40а","Чистые пруды, Тургеневская, Сретенский бульвар",8.1,3
301,Bolo,"Н.Басманная, 16, стр. 8, в саду им. Баумана, фуд-корт Food Store",Красные Ворота,,1
302,Bolognetta,"пл. Киевского Вокзала, 2, ТРЦ «Европейский», 3 этаж",Киевская,,4
303,Bona,"Люблинская, 66/1","Текстильщики, Люблино, Марьино",,2
304,Bonapé,"Ленинский просп., 101","Проспект Вернадского, Новые Черемушки, Калужская",,1
305,Bonapé,"Кировоградская, 13а, ТЦ Columbus",Пражская,,1
306,Bonapé,"Гурьянова, 2а",Печатники,,1
307,Madwinebar,"Мясницкая, 24/7, стр. 1","Чистые пруды, Тургеневская, Сретенский бульвар",8.1,3
308,Michel,"Красная Пресня, 13","Краснопресненская, Баррикадная",8.1,3
309,Сайгон,"Сущевский Вал, 5, стр. 22",Савеловская,8.1,2
310,Bonapé,"Зеленодольская, 44",Печатники,,1
311,Nude. Coffee & Wine Bar,"Спиридоновка, 24/1","Маяковская, Краснопресненская, Баррикадная",8.1,1
312,Рюмочная,"Б.Никитская, 22/2",Арбатская,8.1,1
313,Сок,"Лаврушинский пер., 15, стр. 1","Новокузнецкая, Третьяковская",8.1,2
314,Лига пап,"Б.Лубянка, 24","Чистые пруды, Тургеневская, Сретенский бульвар",8.1,2
315,Мадам Галифе,"просп. Мира, 26, стр. 1, вход из Грохольского переулка",Проспект Мира,8.1,2
316,Secret Place,"Калошин пер., 4, стр. 1","Кропоткинская, Арбатская",8.1,2
317,Хлебная лавка,"Б.Никитская, 58","Краснопресненская, Баррикадная",8.1,2
318,Винный рынок на Никитском,"Никитский б-р, 8а",Арбатская,8.1,2
319,Ти-бон Wine,"просп. Мира, 58","Рижская, Проспект Мира",8.1,3
320,Брянский бык,"Б.Лубянка, 24","Чистые пруды, Тургеневская, Сретенский бульвар",8.1,2
321,Нияма,"Красная Сосна, 2а, ТЦ «Компас», 2 этаж",ВДНХ,8.1,2
322,19 Bar & Atmosphere,"Покровка, 19","Чистые пруды, Тургеневская, Сретенский бульвар",8.1,2
323,Шинок,"ул. 1905 года, 2а",Улица 1905 года,8.1,3
324,Spettacolo,"Кутузовский просп., 48, галереи «Времена года», 5 этаж","Парк Победы, Славянский бульвар",8.1,4
325,Christian,"Кутузовский просп., 2/1, стр. 1а, гостиница «Radisson Royal Москва»",Киевская,8.1,3
326,Obed Bufet Арбат,"Н.Арбат, 15","Арбатская, Александровский сад, Боровицкая",8.1,1
327,Zinger Grill,"Арбат, 12, стр. 2",Арбатская,8.1,2
328,Upside Down Cake Co. на Грузинской,"Б.Грузинская, 76","Белорусская, Маяковская",8.1,2
329,Одесса-мама,"Кривоколенный пер., 10, стр. 5","Чистые пруды, Тургеневская, Сретенский бульвар",8.1,2
330,I Like Bar,"Шухова, 21","Октябрьская, Шаболовская",8.1,2
331,Дарбарс,"Ленинский просп., 38, гостиница «Спутник», 16 этаж",Ленинский проспект,8.1,3
332,Маяк,"Б.Никитская, 19/13, в здании Театра им. Маяковского",Арбатская,8.1,3
333,Extra Virgin,"Покровка, 17, стр. 1","Чистые пруды, Тургеневская, Сретенский бульвар",8.1,2
334,У Сальваторе,"Самотечная, 13","Цветной бульвар, Трубная",8.1,2
335,Luciano,"Смоленская пл., 3, ТДЦ «Смоленский пассаж», 1–2 этаж",Смоленская,8.0,3
336,Bonapé,"1-я Останкинская, 55",ВДНХ,,1
337,Bonapé,"Декабристов, 12, ТК «Золотой Вавилон Отрадное»",Отрадное,,1
338,Bonapé,"Ярославское ш., 146, стр. 1, МФК «Ханой-Москва»","Медведково, ВДНХ",,1
339,Bonapé,"22-й км Новорижского ш., гипермаркет Globus",,,1
340,Bon app café,"Никольская, 25, ТЦ «Наутилус»","Лубянка, Кузнецкий Мост",,2
341,Bon Café,"Шаболовка, 20",Шаболовская,,1
342,Boncho Poncho,"Ореховый б-р, 22а, ТЦ «Облака»","Домодедовская, Красногвардейская, Зябликово",,1
343,Boncho Poncho,"Ореховый б-р, 14, корп. 3, ТРЦ «Домодедовский»",Домодедовская,,1
344,Bonpasti,"Вельяминовская, 6, корп. 2",Семеновская,,2
345,Bon vivant,,,,
346,Boo,"Ниж.Красносельская, 35, стр. 59, рынок «Гастроферма»","Красносельская, Бауманская",,1
347,Boobo,"просп. Андропова, 22, ТЦ «Нора», 2 этаж",Коломенская,,3
348,Boobo,"Бутлерова, 17, БЦ Neo Geo","Калужская, Беляево",,3
349,Boomboom Bar,,,,
350,Boom Boom Room by DJ Smash,"ул. 1905 года, 2, стр. 1","Выставочная, Улица 1905 года",,3
351,Boondock,"Б.Сухаревская пл., 14",Сухаревская,,2
352,Born to Burn,"Н.Басманная, 32","Красные Ворота, Бауманская, Комсомольская",,2
353,Boroda Bar,"Маросейка, 4/2, стр. 1","Лубянка, Кузнецкий Мост, Китай-город",,1
354,Boroda Burger,"Новокуркинское ш., 1, ТЦ «Парус», 4 этаж",,,1
355,Boston Party Pub,"Рождественка, 6/9/20, стр. 1","Лубянка, Кузнецкий Мост",,2
356,Boston Pub,"Сергия Радонежского, 29–31","Площадь Ильича, Римская",,2
357,Boston Seafood & Bar,"Летниковская, 2, стр. 1, БЦ Vivaldi Plaza",Павелецкая,,3
358,Bottega 21,"М.Бронная, 21/13","Тверская, Пушкинская, Чеховская",,3
359,Bottega fiorentina,"Гарибальди, 25, корп. 1",Новые Черемушки,,4
360,Prime,"Б.Дмитровка, 7/5, стр. 1","Охотный Ряд, Театральная, Площадь Революции",8.0,1
361,Фани Кабани,"М.Дмитровка, 5/9","Тверская, Пушкинская, Чеховская",8.0,3
362,Delicatessen,"Садовая-Каретная, 20, стр. 2","Цветной бульвар, Трубная",8.0,2
363,Кому жить хорошо,"Пречистенская наб., 17","Кропоткинская, Парк культуры",8.0,4
364,Смайл,"Покровка, 48, стр. 1","Красные Ворота, Курская, Китай-город, Чкаловская",8.0,2
365,Будвар,"Котельническая наб., 33, стр. 3","Таганская, Марксистская",8.0,3
366,Белый журавль,"Фрунзенская наб., 14","Парк культуры, Фрунзенская",8.0,3
367,Паста и баста,"Сретенский б-р, 4","Чистые пруды, Тургеневская, Сретенский бульвар",8.0,2
368,Бавариус,"Комсомольский просп., 21/10",Фрунзенская,8.0,3
369,Breakfast Café,"М.Никитская, 2/1","Тверская, Арбатская, Пушкинская, Чеховская",8.0,2
370,Булошная,"Лялин пер., 7/2","Курская, Чкаловская",8.0,3
371,Конор Мак Несса,"Нахимовский просп., 67",Профсоюзная,8.0,2
372,Fresh,"Б.Дмитровка, 11, стр. 1","Охотный Ряд, Тверская, Театральная, Площадь Революции, Пушкинская, Чеховская",8.0,2
373,Долма,"Сретенка, 12","Чистые пруды, Тургеневская, Сретенский бульвар",8.0,3
374,Паб Ло Пикассо,"Славянская пл., 2",Китай-город,8.0,3
375,Bobby Dazzler,"Костянский пер., 7/13","Чистые пруды, Тургеневская, Сретенский бульвар",8.0,2
376,Луч,"Б.Пироговская, 27, стр. 1","Фрунзенская, Спортивная",8.0,3
